ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-01-31,7.842483,-0.36673662437810145,8.56672419447275,7.842483,7.842483,-3.736965933653932,-3.736965933653932,-3.736965933653932,-3.736965933653932,-3.736965933653932,-3.736965933653932,0.0,0.0,0.0,4.105517066346067
2020-02-29,8.159818808450703,1.446269843818964,10.095398361083845,8.159818808450703,8.159818808450703,-2.698806428889748,-2.698806428889748,-2.698806428889748,-2.698806428889748,-2.698806428889748,-2.698806428889748,0.0,0.0,0.0,5.461012379560955
2020-03-31,8.49903984520795,14.34819415249884,23.3615391875921,8.49903984520795,8.49903984520795,10.213220383313267,10.213220383313267,10.213220383313267,10.213220383313267,10.213220383313267,10.213220383313267,0.0,0.0,0.0,18.712260228521217
2020-04-30,8.827318267828053,9.000877043598228,17.49369161135568,8.827318267828053,8.827318267828053,4.416060104151931,4.416060104151931,4.416060104151931,4.416060104151931,4.416060104151931,4.416060104151931,0.0,0.0,0.0,13.243378371979984
2020-05-31,9.166539304331405,5.428531011291856,14.211330574682597,9.166539304331405,9.166539304331405,0.655094961631964,0.655094961631964,0.655094961631964,0.655094961631964,0.655094961631964,0.655094961631964,0.0,0.0,0.0,9.821634265963368
2020-06-30,9.494817726847495,8.753586529398422,17.613859602540074,9.494817726847495,9.494817726847495,3.5056856075178793,3.5056856075178793,3.5056856075178793,3.5056856075178793,3.5056856075178793,3.5056856075178793,0.0,0.0,0.0,13.000503334365375
2020-07-31,9.8340387636297,-0.48542052503365574,8.17069560304343,9.8340387636297,9.8340387636297,-5.837344676046156,-5.837344676046156,-5.837344676046156,-5.837344676046156,-5.837344676046156,-5.837344676046156,0.0,0.0,0.0,3.9966940875835437
2020-08-31,10.17325980041543,5.88518714472862,14.78892784586785,10.17325980041543,10.17325980041543,0.35441465584818,0.35441465584818,0.35441465584818,0.35441465584818,0.35441465584818,0.35441465584818,0.0,0.0,0.0,10.52767445626361
2020-09-30,10.501538223111298,7.456639816710893,16.632822511244527,10.501538223111298,10.501538223111298,1.6231685996513097,1.6231685996513097,1.6231685996513097,1.6231685996513097,1.6231685996513097,1.6231685996513097,0.0,0.0,0.0,12.124706822762608
2020-10-31,10.840759259604365,3.2396057728984,12.16917522605002,10.840759259604365,10.840759259604365,-3.1958800986976277,-3.1958800986976277,-3.1958800986976277,-3.1958800986976277,-3.1958800986976277,-3.1958800986976277,0.0,0.0,0.0,7.644879160906737
2020-11-30,11.169037681729312,8.391804841365117,17.677485916710754,11.169037681729312,11.169037681729312,1.788459063969062,1.788459063969062,1.788459063969062,1.788459063969062,1.788459063969062,1.788459063969062,0.0,0.0,0.0,12.957496745698375
2020-12-31,11.50825871815069,12.696189402779257,22.036028388923317,11.50825871815069,11.50825871815069,6.169463784826588,6.169463784826588,6.169463784826588,6.169463784826588,6.169463784826588,6.169463784826588,0.0,0.0,0.0,17.67772250297728
2021-01-31,11.847479754243903,4.75401877117856,13.60018469585864,11.847479754243903,11.847479754243903,-2.66239837737596,-2.66239837737596,-2.66239837737596,-2.66239837737596,-2.66239837737596,-2.66239837737596,0.0,0.0,0.0,9.185081376867943
2021-02-28,12.153872948231113,7.502581767365561,16.34522106714936,12.153872948231113,12.153872948231113,-0.145173846120705,-0.145173846120705,-0.145173846120705,-0.145173846120705,-0.145173846120705,-0.145173846120705,0.0,0.0,0.0,12.008699102110407
2021-03-31,12.493093983946114,18.41501674873107,27.53330122326499,12.493093983946114,12.493093983946114,10.533906764168442,10.533906764168442,10.533906764168442,10.533906764168442,10.533906764168442,10.533906764168442,0.0,0.0,0.0,23.027000748114556
2021-04-30,12.821372405120329,10.688379862976776,19.190853168229086,12.821372405120329,12.821372405120329,2.1793397984052585,2.1793397984052585,2.1793397984052585,2.1793397984052585,2.1793397984052585,2.1793397984052585,0.0,0.0,0.0,15.000712203525588
2021-05-31,13.160593440447368,10.907680842176761,19.498456464608623,13.160593440447368,13.160593440447368,2.165069467515612,2.165069467515612,2.165069467515612,2.165069467515612,2.165069467515612,2.165069467515612,0.0,0.0,0.0,15.325662907962979
