ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-07-01,1111.0921120535265,950.9431004306497,1270.1012779021842,1111.0921051562577,1111.092119128683,0.0,0.0,0.0,0.0,0.0,0.0,1111.0921120535265
2023-08-01,1134.4974116627516,968.4991493381483,1299.7993117313686,1134.4974032484934,1134.4974204939067,0.0,0.0,0.0,0.0,0.0,0.0,1134.4974116627516
2023-09-01,1157.9027112719766,982.9516626964624,1325.0628908442616,1157.9027010874684,1157.9027217057478,0.0,0.0,0.0,0.0,0.0,0.0,1157.9027112719766
2023-10-01,1180.5530012163879,1005.317124867208,1335.1620706430772,1180.5529889483755,1180.5530133861737,0.0,0.0,0.0,0.0,0.0,0.0,1180.5530012163879
2023-11-01,1203.9583008256127,1034.329716565608,1376.8732282347796,1203.9582866420603,1203.9583148061222,0.0,0.0,0.0,0.0,0.0,0.0,1203.9583008256127
2023-12-01,1226.6085907700242,1062.766437608774,1391.4944393047094,1226.6085744408242,1226.6086069081898,0.0,0.0,0.0,0.0,0.0,0.0,1226.6085907700242
2024-01-01,1250.013890379249,1087.5822100140572,1411.1921813289462,1250.0138716396252,1250.013908905553,0.0,0.0,0.0,0.0,0.0,0.0,1250.013890379249
2024-02-01,1273.4191899884745,1110.4432385681932,1444.768616273548,1273.4191684484551,1273.4192107685928,0.0,0.0,0.0,0.0,0.0,0.0,1273.4191899884745
2024-03-01,1295.3144702680718,1134.9001748003107,1457.2671815487645,1295.3144470059324,1295.3144932554383,0.0,0.0,0.0,0.0,0.0,0.0,1295.3144702680718
2024-04-01,1318.7197698772968,1144.4416875739184,1486.40365780636,1318.7197443389807,1318.7197951331555,0.0,0.0,0.0,0.0,0.0,0.0,1318.7197698772968
2024-05-01,1341.3700598217083,1171.2318162809286,1499.6996396653512,1341.3700324186723,1341.3700878578343,0.0,0.0,0.0,0.0,0.0,0.0,1341.3700598217083
2024-06-01,1364.7753594309331,1198.8130240632433,1551.0829765447563,1364.775329665839,1364.7753902643638,0.0,0.0,0.0,0.0,0.0,0.0,1364.7753594309331
2024-07-01,1387.4256493753446,1209.7283233782507,1551.6083618525486,1387.4256172327266,1387.4256826286567,0.0,0.0,0.0,0.0,0.0,0.0,1387.4256493753446
2024-08-01,1410.8309489845694,1240.6030300162129,1579.2433536674714,1410.830914196032,1410.8309853593266,0.0,0.0,0.0,0.0,0.0,0.0,1410.8309489845694
2024-09-01,1434.2362485937945,1267.6729506730378,1621.6137488111456,1434.236211792452,1434.236287593927,0.0,0.0,0.0,0.0,0.0,0.0,1434.2362485937945
2024-10-01,1456.8865385382055,1293.344320779579,1617.4616370070787,1456.8864984009083,1456.8865804038928,0.0,0.0,0.0,0.0,0.0,0.0,1456.8865385382055
