ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-01-31,-0.9362088,0.39737660131376257,14.251119534077825,-0.9362088,-0.9362088,8.325587034836586,8.325587034836586,8.325587034836586,8.325587034836586,8.325587034836586,8.325587034836586,0.0,0.0,0.0,7.3893782348365855
2020-02-29,-0.3468065915492958,-1.9554823351103898,11.34751361343859,-0.3468065915492958,-0.3468065915492958,5.042858062569729,5.042858062569729,5.042858062569729,5.042858062569729,5.042858062569729,5.042858062569729,0.0,0.0,0.0,4.696051471020433
2020-03-31,0.2832440451741221,0.38607630990908537,14.271579398929466,0.2832440451741221,0.2832440451741221,6.909441977448065,6.909441977448065,6.909441977448065,6.909441977448065,6.909441977448065,6.909441977448065,0.0,0.0,0.0,7.192686022622187
2020-04-30,0.8929704677504904,-6.8482110675442085,6.445624917891031,0.8929704677504904,0.8929704677504904,-1.0149594250528813,-1.0149594250528813,-1.0149594250528813,-1.0149594250528813,-1.0149594250528813,-1.0149594250528813,0.0,0.0,0.0,-0.1219889573023909
2020-05-31,1.5230211045850441,-6.19840390125598,8.151117604545275,1.5230211045850441,1.5230211045850441,-0.3179651141065113,-0.3179651141065113,-0.3179651141065113,-0.3179651141065113,-0.3179651141065113,-0.3179651141065113,0.0,0.0,0.0,1.2050559904785327
2020-06-30,2.132747527157583,-6.413622932957621,7.319647769199589,2.132747527157583,2.132747527157583,-0.9389314195865861,-0.9389314195865861,-0.9389314195865861,-0.9389314195865861,-0.9389314195865861,-0.9389314195865861,0.0,0.0,0.0,1.193816107570997
2020-07-31,2.762798163912919,6.793902429206176,21.627218567630464,2.762798163912919,2.762798163912919,11.306539960449264,11.306539960449264,11.306539960449264,11.306539960449264,11.306539960449264,11.306539960449264,0.0,0.0,0.0,14.069338124362183
2020-08-31,3.392848800849577,0.2901388552904493,14.386914787614183,3.392848800849577,3.392848800849577,3.905836592004362,3.905836592004362,3.905836592004362,3.905836592004362,3.905836592004362,3.905836592004362,0.0,0.0,0.0,7.298685392853939
2020-09-30,4.002575223691505,-2.004420432288234,11.81020192498636,4.002575223691505,4.002575223691505,1.1132601763327932,1.1132601763327932,1.1132601763327932,1.1132601763327932,1.1132601763327932,1.1132601763327932,0.0,0.0,0.0,5.115835400024298
2020-10-31,4.63262586042614,-6.065231025889991,8.402844929149653,4.63262586042614,4.63262586042614,-3.449867286063456,-3.449867286063456,-3.449867286063456,-3.449867286063456,-3.449867286063456,-3.449867286063456,0.0,0.0,0.0,1.1827585743626843
